product_code,device_name,device_class,medical_specialty,medical_specialty_description,regulation_number,definition,gmp_exempt_flag,submission_type_id
HOA,"Compressor, Orbital",1,OP,Ophthalmic,886.4350,,N,4
QGN,Lateral Flow Immunochromatography Assay For Host Infection Biomarkers,2,MI,Microbiology,866.3230,"A device to detect and measure non-microbial analytes to aid in the detection and identification of localized human infections is identified as an in vitro device intended for the detection and qualitative measurement, quantitative measurement, or both of one or more non-microbial analytes in human clinical specimens to aid in the assessment, identification, or both of a localized microbial infection when used in conjunction with clinical signs and symptoms and other clinical and laboratory findings.",N,1
POZ,Biopsy Needle Kit,2,GU,"Gastroenterology, Urology",876.1075,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
KQP,"Fluorescent Proc. (Qual.), Galactose-1-Phosphate Uridyl Transferase",2,CH,Clinical Chemistry,862.1315,,N,1
QAB,Pacing System Analyzer,2,CV,Cardiovascular,870.3605,"The device is intended to supply an accurately calibrated, variable pacing pulse for measuring the patients pacing threshold and intracardiac R-wave potential. A pacing system analyzer (PSA) may be a single, dual, or triple chamber system and can simultaneously deliver pacing therapy while testing one or more implanted pacing leads.",N,1
RBB,"Television Receiver, General Purpose, Color",N,,Unknown,,"An electronic product designed to receive and, using a color cathode ray tube, to display a television picture in colors from broadcast, cable, video disk player, video recorder, computer or closed circuit television signals.",Y,
OLL,Septal Stapler/Absorbable Staples,2,SU,"General, Plastic Surgery",878.4750,"To approximate soft tissues by means of absorbable staples delivered via a pre-loaded stapler delivery system for use during nasal septal surgery, with or without cartilage reinserted.  To connect internal nasal tissues to aid healing during nasal septum reconstruction.",N,1
KNN,"Components, Wheelchair",1,PM,Physical Medicine,890.3920,,N,4
JSB,"Culture Media, Vitamin Assay",1,MI,Microbiology,866.2350,,N,4
IRA,"Hand, External Limb Component, Mechanical",1,PM,Physical Medicine,890.3420,,Y,4
QCZ,"Mechanical And Enzymatic Autologous Skin Processor For Cell Suspension, With Applicator",3,,Unknown,,Intended to enable clinicians to prepare an autologous skin cell suspension for application to burn injuries for use when autografting is indicated for definitive wound closure.,N,2
SCJ,"Ldt, Not Under A Targeted Enforcement Discretion Policy Described In Preamble To Ldt Final Rule",N,,Unknown,,Laboratory developed tests (LDTs) within the scope of the phaseout policy and not subject to a targeted enforcement discretion policy described in section V.B of the preamble to the LDT Final Rule (89 FR 37286).,N,7
PCM,Portable Liquid Oxygen Unit Stand,1,PM,Physical Medicine,890.5050,To assist the user with refilling a portable liquid oxygen tank from a reservoir unit by holding the portable liquid oxygen tank in an upright position.,N,4
KEY,"Stainer, Tissue, Automated",1,PA,Pathology,864.3800,,N,4
GNH,"Antigen, Fluorescent Antibody Test, Schistosoma Mansoni",1,MI,Microbiology,866.3600,,N,4
QWA,Cardiovascular Delivery Catheter System Positioning And Stabilization Device,1,CV,Cardiovascular,870.3955,"A cardiovascular delivery catheter system positioning and stabilization device is a platform device or a part of a platform device that aids the positioning and stabilization of delivery catheter systems during cardiovascular interventional procedures (e.g., transcatheter valvular interventions). The device only provides mechanical support and does not include any electrical or robotic components. The device may be for single use or reusable.",N,4
NAF,"Antigen(Complexed),Prostate Specific,(Cpsa)",3,,Unknown,,,N,2
JYY,"Rasp, Ear",1,EN,"Ear, Nose, Throat",874.4420,,N,4
CFJ,"Nad Reduction/Nadh Oxidation, Lactate Dehydrogenase",2,CH,Clinical Chemistry,862.1440,,N,4
JSF,"Culture Media, Single Biochemical Test",1,MI,Microbiology,866.2320,,N,4
KJB,"Apparatus, Roller",1,HE,Hematology,864.2240,,Y,4
NKF,"Immunohistochemistry Antibody Assay, C-Kit",3,HE,Hematology,864.1860,"Identification/Intended Use - The anti-c-KIT primary antibody is intended for laboratory use, via light microscopy, for the qualitative detection of KIT protein in formalin-fixed, paraffin-embedded gastrointestinal stromal tumors (GISTs) using either an automated immunohistochemistry staining system or manual assay. It is indicated as an aid in the selection of GIST patients who may qualify for imatinib mesylate therapy within the context of the patient's clinical history, tumor morphology, and other diagnostic tests evaluated by a qualified pathologist. The test is not intended as the sole basis for making the diagnosis of GIST and is not intended as the sole basis for selecting imatinib mesylate therapy.  A negative result would not necessarily exclude the diagnosis of GIST",N,2
GCP,"Endoscope, Ac-Powered And Accessories",2,GU,"Gastroenterology, Urology",876.1500,,N,1
LCQ,Fluorescent Immunoassay Gentamicin,2,TX,Clinical Toxicology,862.3450,,N,1
NUD,"Vertebroplasty Compound, Calcium Based",2,OR,Orthopedic,888.3027,THIS DEVICE IS INDICATED FOR THE FIXATION OF PATHOLOGICAL FRACTURES OF THE VERTEBRAL BODY USING VERTEBROPLASTY OR KYPHOPLASTY PROCEDURES.   THE DEVICE RESORBS (TIME FRAME MAY BE INDICATED) AND IS REPLACED WITH BONE DURING THE HEALING PROCESS.,N,1
LRY,"Punch, Surgical",1,SU,"General, Plastic Surgery",878.4800,,N,4
HGZ,"Heater, Perineal, Direct Contact",2,OB,Obstetrics/Gynecology,884.5390,,N,4
DAP,"Fibrinogen And Fibrin Split Products, Antigen, Antiserum, Control",2,HE,Hematology,864.7320,,N,1
KYD,"Strip, Schirmer",1,OP,Ophthalmic,886.1800,,N,4
NDP,"Accessories, Implant, Dental, Endosseous",1,DE,Dental,872.3980,,N,4
QXM,Implanted Tibial Electrical Urinary Continence Device,2,GU,"Gastroenterology, Urology",876.5305,"An implanted tibial electrical urinary continence device is an implanted prescription device that receives power from a non-implanted external power source to provide electrical stimulation of the tibial nerve in proximity to the ankle. The device is intended for the treatment of overactive bladder related symptoms of urge urinary incontinence, urinary urgency, urinary frequency and nocturia.",N,1
PZI,Prescription Use Blood Glucose Meter For Near-Patient Testing,2,CH,Clinical Chemistry,862.1345,"Intended for use in near-patient testing settings for in vitro diagnostic, multiple-patient use for the quantitative determination of glucose throughout all hospital and all professional healthcare settings for use in determining dysglycemia.",N,1
MAF,"Stent, Coronary",3,,Unknown,,"The formerly known device, Cardiovascular Stent, coded as ""MAF"" has been modified and is currently known and classified as a ""Coronary Stent"".  This device is a metal scaffold placed via a delivery catheter into the coronary artery or saphenous vein graft to maintain the lumen.",N,2
REJ,Laser Children'S Toy/Novelty Product,N,,Unknown,,"Product, laser, children's toy/novelty",Y,
EZN,"Dilator, Catheter, Ureteral",2,GU,"Gastroenterology, Urology",876.5470,,N,1
MOC,"Cushion, Flotation, Therapeutic",2,PM,Physical Medicine,890.5170,,N,4
LHW,"Erythrocyte Suspension, Multi Species, Serological Reagent And Equipment",1,MI,Microbiology,866.3720,,N,4
PKS,"Exerciser, Non-Measuring For Stroke Rehabilitation",1,PM,Physical Medicine,890.5370,Non-measuring exercise equipment intended for medical purposes of facilitating stroke rehabilitation and maintaining or increasing range of motion.,N,4
FOD,"Device, Occlusion, Umbilical",1,HO,General Hospital,880.5950,,N,4
DTZ,"Oxygenator, Cardiopulmonary Bypass",2,CV,Cardiovascular,870.4350,,N,1
QIS,"Esophageal, Mucosal, Electrical Characterization",2,GU,"Gastroenterology, Urology",876.1450,The esophageal tissue characterization system is intended for obtaining measurements of electrical properties within esophageal tissue.,N,1
ILJ,"Bath, Hydro-Massage",2,PM,Physical Medicine,890.5100,,N,4
GQY,"Antigen, Ha (Including Ha Control), Mumps Virus",1,MI,Microbiology,866.3380,,N,4
NIV,Coronary Covered Stent,f,,Unknown,,"Stent, coronary, covered -- a metal scaffold covered with material placed via a delivery catheter into the coronary artery artery or saphenous vein graft for the treatment of free perforations and/or to prevent dislodgement into the circulation of biological material from the vascular wall during or following placement of the device.",N,6
QUE,Spinal Muscular Atrophy Newborn Screening Test System,2,IM,Immunology,866.5980,A Spinal Muscular Atrophy (SMA) newborn screening test system is a prescription device intended to detect homozygous deletion of exon 7 or other similar mutations in the SMN1 (Survival Motor Neuron 1) gene of DNA obtained from dried blood spot specimens on filter paper using a polymerase chain reaction-based test as an aid in screening newborns for SMA. Presumptive positive results are intended to be followed up by diagnostic confirmatory testing.,N,1
KTR,"Tube, Aspirating, Bronchoscope, Rigid",2,EN,"Ear, Nose, Throat",874.4680,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,1
DFJ,"Albumin, Rhodamine, Antigen, Antiserum, Control",2,IM,Immunology,866.5040,,N,4
LIE,"Reagent/Device, Inoculum Calibration",2,MI,Microbiology,866.1640,,N,1
KJS,Ethyl Eosin,1,HE,Hematology,864.1850,,Y,4
IEO,"Processor, Tissue, Automated",1,PA,Pathology,864.3875,,N,4
MQS,"System, Hemodialysis, Access Recirculation Monitoring",2,GU,"Gastroenterology, Urology",876.5820,,N,1
QXT,Infliximab Test System,2,TX,Clinical Toxicology,862.3115,An infliximab test system intended for the measurement of an infliximab as an aid in the management of patients with Crohns disease or ulcerative colitis.,N,1
OLC,"Scaffold, Partial Medial Meniscal Defects Extending Into The Red/White Zone, Resorbable Bovine Collagen",2,SU,"General, Plastic Surgery",878.3300,"Intended for use in surgical procedures for the repair and reinforcement of soft tissue injuries of the medial meniscus.  In repairing and reinforcing medial meniscal defects, the patient must have an intact meniscal rim and anterior and posterior horns for attachment of the mesh.  In addition, the surgically prepared site must extend at least into the red/white zone of the meniscus to provide sufficient vascularization.    The device reinforces soft tissue and provides a resorbable scaffold that is replaced by the patients own soft tissue.  The device is not a prosthetic device and is not intended to replace normal body structure.",N,1
OJW,Shave Prep Kit,2,SU,"General, Plastic Surgery",878.4370,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
NMG,"Forceps, Biopsy, Gynecological, Reprocessed",2,OB,Obstetrics/Gynecology,884.4530,"Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).",N,1
GLG,"Platelet Counting, Manual",1,HE,Hematology,864.6160,,N,4
NVB,"Intraocular, Pressure Measuring Device",3,OP,Ophthalmic,886.4280,Manual or ac powered device intended to measure intraocular pressure. Intended for use in the diagnosis of glaucoma.,N,2
CKC,"Vanillin Pyruvate, Alt/Sgpt",1,CH,Clinical Chemistry,862.1030,,N,4
BSD,"Analyzer, Gas, Nitrogen, Partial Pressure, Blood-Phase, Non-Indwelling",3,,Unknown,,,N,2
PHK,"Test, Cell Mediated Immune Response, Liver And Small Bowel Transplant/Transplantation",N,,Unknown,,"The test is a qualitative prognostic test intended to be used in patients less than 21 years old with liver or small bowel transplantation. The test is an aid in the evaluation of the risk of acute cellular rejection (ACR) and must be used in conjunction with biopsy, standard clinical assessment and other laboratory information.",N,6
QBI,Acute Coronary Syndrome Event Detector,3,,Unknown,,Detect Acute Coronary Syndrome events and prompt the patient to seek medical attention.,N,2
RGA,Product Incorporating Certified Class 1 Data Utility/Peripheral Laser Product,N,,Unknown,,A utility/peripheral laser product that incorporates a certified class 1 laser.,Y,
FEO,"Lithotriptor, Ultrasonic",2,GU,"Gastroenterology, Urology",876.4480,,N,1
IWF,"Needle, Isotope, Gold, Titanium, Platinum",2,RA,Radiology,892.5730,,N,1
MDT,"Elisa, Trichinella Spiralis",1,MI,Microbiology,866.3850,,N,4
IXC,"Illuminator, Radiographic-Film",1,RA,Radiology,892.1890,,N,4
FQA,"Scale, Surgical Sponge",1,HO,General Hospital,880.2740,,Y,4
MLO,"Electrocardiograph, Ambulatory, With Analysis Algorithm",2,CV,Cardiovascular,870.2800,,N,1
NAZ,"Stimulator, Bladder",f,,Unknown,,,N,6
IQM,"Splint, Temporary Training",1,PM,Physical Medicine,890.3025,,Y,4
JSM,"Culture Media, Non-Propagating Transport",1,MI,Microbiology,866.2390,,N,1
DZK,"Wire, Fixation, Intraosseous",2,DE,Dental,872.4880,,N,1
GOC,"Antisera, Hai, Adenovirus 1-33",1,MI,Microbiology,866.3020,,N,4
OFZ,Blood Specimen Collection Kit (Excludes Hiv Testing),1,AN,Anesthesiology,868.1100,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
MVJ,"Devices, Measure, Antibodies To Glomerular Basement Membrane (Gbm)",2,IM,Immunology,866.5660,,N,1
MHJ,Cryptosporidium Spp.,2,MI,Microbiology,866.3220,,N,4
NUA,"System, Cystic Fibrosis Transmembrane Conductance Regulator, Gene Mutation Detection",2,IM,Immunology,866.5900,"The cftr gene mutation detection system is a device used to simultaneously detect and identify a panel of mutations and variants in the cftr gene.  It is intended as an aid in confirmatory diagnostic testing of individuals with suspected cystic fibrosis (cf), carrier identification, and newborn screening.  This device is not intended for stand-alone diagnostic purposes, prenatal diagnostic, pre-implantation or population screening.",N,1
PSY,Whole Slide Imaging System,2,PA,Pathology,864.3700,"The whole slide imaging system is an automated digital slide creation, viewing, and management system intended as an aid to the pathologist to review and interpret digital images of surgical pathology slides prepared from formalin-fixed, paraffin-embedded (FFPE) tissue. The system generates digital images that would otherwise be appropriate for manual visualization by conventional brightfield microscopy. The whole slide imaging system is not intended for use with slides prepared from frozen tissue, cytology, and non-FFPE hematopathology specimens (e.g., peripheral blood smear).",N,1
PEA,"Endoscope, Accessories, Image Post-Processing For Color Enhancement",2,GU,"Gastroenterology, Urology",876.1500,Alternative mode of visualization using image post-processing algorithms of the received white light image for color enhancement.,N,1
RCK,Veterinary X-Ray Therapy System,N,,Unknown,,Equipment using x-rays to provide therapy in veterinary applications.,Y,
HYS,Light Green,1,HE,Hematology,864.1850,,Y,4
PSN,Light Based Imaging,2,SU,"General, Plastic Surgery",878.4580,Emission and collection of light to create an image for medical purposes,N,1
QRZ,External Condom For Anal Intercourse Or Vaginal Intercourse,2,OB,Obstetrics/Gynecology,884.5305,An external condom for anal intercourse or vaginal intercourse is a barrier device which covers the penis and is used to prevent the transmission of sexually transmitted infections (when used for anal intercourse or vaginal intercourse) and for contraception (when used for vaginal intercourse). This classification does not include condoms intended for vaginal intercourse only.,N,1
KSR,"Container, Empty, For Collection & Processing Of Blood & Blood Components",2,HE,Hematology,864.9100,,N,1
QIT,Daily Wear Soft Contact Lens To Reduce The Progression Of Myopia,3,,Unknown,,"Intended to be worn on the surface of the eye in children who have myopia to:  	Reduce the rate of progression of myopia, and  	Optically correct myopic refractive error.",N,2
KBD,"Scissors, Nasal",1,EN,"Ear, Nose, Throat",874.4420,,N,4
PMH,Mechanical Compression Device Fecal Incontinence (Non-Manually Operated),f,,Unknown,,For treatment of fecal incontinence in patients who have failed conservative therapies,N,6
DTL,"Adaptor, Stopcock, Manifold, Fitting, Cardiopulmonary Bypass",2,CV,Cardiovascular,870.4290,,N,4
QOD,Extracorporeal Circuit And Accessories For Long Term Respiratory Cariodpulmonary Failure,N,,Unknown,,Extracorporeal circuit and accessories for long-term respiratory/cardiopulmonary failure for patient having cardiopulmonary failure during the declared public health emergency.,N,8
LZF,"Pump, Infusion, Analytical Sampling",2,HO,General Hospital,880.5725,,N,1
FGX,"Snare, Non-Electrical",1,GU,"Gastroenterology, Urology",876.4730,,N,4
JAQ,"System, Applicator, Radionuclide, Remote-Controlled",2,RA,Radiology,892.5700,,N,1
OZY,Chlamydophila Pneumoniae Dna Assay System,2,MI,Microbiology,866.3980,A qualitative in vitro diagnostic assay intended to detect Chlamydophila pneumoniae DNA extracted from human respiratory specimens. Detection of Chlamydophila pneumoniae DNA aids in the diagnosis of Chlamydophila pneumoniae respiratory infection in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of upper respiratory tract infection.,N,1
IXY,"Holder, Radiographic Cassette, Wall-Mounted",1,RA,Radiology,892.1880,,N,4
LHF,"Warmer, Microwave, Infusion Fluid",2,HO,General Hospital,880.5725,,N,1
QDA,Electrocardiograph Software For Over-The-Counter Use,2,CV,Cardiovascular,870.2345,"An electrocardiograph software device for over-the-counter use creates, analyzes, and displays electrocardiograph data, and can provide information for identifying cardiac arrhythmias. This device is not intended to provide a diagnosis.",N,1
GHR,"Reagent, Platelet Aggregation",2,HE,Hematology,864.5700,,N,1
OMW,Adhesive Backed Thermal Skin Patches,1,PM,Physical Medicine,890.5710,"Pain relief heat patches for temporary relief of muscular and joint pian assoiciated with arthritis, simple backache, muscle strains and sprains.External use only. Not on damaged skin or open sores.  Do no use under the age of 12.  Do use on people who are not able to feel pain.  Patch is applied directly to site of pain over intact skin for up to 8 hours but not more than once in a 24 hour period.  Do not use more than 7 days. Over the counter device. No prescription. Do not sleep on or put pressure on heat patch for extended period of time. Do not use with any creams or oils. Can remove body hair upon patch removal due to adhesive.  Can cause burns.",N,4
LJC,"Enzyme Linked Immunoabsorbent Assay, (Chlamydiae Group)",1,MI,Microbiology,866.3120,,N,1
EIG,"Retractor, All Types",1,DE,Dental,872.4565,,N,4
GRX,"Antisera, All Leptospira Spp.",2,MI,Microbiology,866.3350,,N,4
EWE,"Protector, Hearing (Circumaural)",U,,Unknown,,,N,7
GRE,"Antiserum, Fluorescent, Rubeola",1,MI,Microbiology,866.3520,,N,4
PBK,Non-Variola Orthopoxvirus Real-Time Pcr Primer And Probe Set,2,MI,Microbiology,866.3315,In vitro qualitative detection of non-variola Orthopoxvirus nucleic acids extracted from human specimens or viral culture.,N,1
JMJ,"Microbiological, Histidine",1,CH,Clinical Chemistry,862.1375,,N,4
MTI,"Kit, Cell Screening, Fetal",N,,Unknown,,,N,3
LLO,"Laser, Neodymium:Yag, Pulmonary Surgery",2,EN,"Ear, Nose, Throat",874.4500,,N,1
RFD,Laser Weapon (Military Or Police),N,,Unknown,,"Product, laser, weapon (military/police)",Y,
KIY,"Chamber, Slide Culture",1,HE,Hematology,864.2240,,Y,4
LMI,"Implant, Collagen For Non-Aesthetic Use",3,,Unknown,,,N,2
MCI,"Graft, Vascular, Hemodialysis Access, Synthetic/Biological Composite",3,,Unknown,,,N,2
MVS,"Kit, Typing, Hla-Dqb",2,IM,Immunology,866.5660,,N,1
NFB,"Conserver, Oxygen",2,AN,Anesthesiology,868.5905,,N,1
PRX,Gastrostomy Guide Wire Placement Kit,2,GU,"Gastroenterology, Urology",876.5980,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
IYZ,"Bed, Scanning, Nuclear",1,RA,Radiology,892.1350,,N,4
HDF,"Speculum, Vaginal, Metal",1,OB,Obstetrics/Gynecology,884.4520,,N,4
CCY,"Zimmerman (Spectrophotometric), 17-Ketosteroids",1,CH,Clinical Chemistry,862.1430,,N,4
KIG,"Prosthesis, Wrist, Constrained, Polymer",2,OR,Orthopedic,888.3780,,N,1
GCF,Proctoscope,2,GU,"Gastroenterology, Urology",876.1500,,N,1
DNO,"Hemagglutination Inhibition, Gentamicin",2,TX,Clinical Toxicology,862.3450,,N,1
PQH,Iodinated Contrast Media Transfer Tubing Set,2,HO,General Hospital,880.5440,The iodinated contrast media transfer set is intended to transfer iodinated contrast media from imaging bulk package contrast media in a controlled ambient environment.  The transfer set is intended to be used to directly fill multiple sterile single use syringes from an imaging bulk package contrast media bulk package under controlled ambient filling conditions such as a CT suite.,N,1
MOT,"Irradiator, Blood To Prevent Graft Versus Host Disease",U,,Unknown,,,N,1
NNP,"Die, Wire Bending, Ent, Non-Sterile",1,EN,"Ear, Nose, Throat",874.3540,Prosthesis modification instrument for ossicular replacement surgery; see product code JXW.,Y,4
IRD,"Joint, Elbow, External Limb Component, Mechanical",1,PM,Physical Medicine,890.3420,,Y,4
PXK,Vascular Access Port Kit,2,HO,General Hospital,880.5965,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,7
LAO,"Enzyme Immunoassay, Methotrexate",U,,Unknown,,,N,1
GTB,"Antisera, Fluorescent, All Types, Klebsiella Spp.",1,MI,Microbiology,866.3340,,N,4
DPG,"Radioimmunoassay, Digitoxin (125-I), Rabbit Antibody, Coated Tube Sep.",2,TX,Clinical Toxicology,862.3300,,N,1
KDW,"Container, Specimen Mailer And Storage, Temperature Controlled, Sterile",1,PA,Pathology,864.3250,,N,4
DKW,Test Reagents For Sulphanimide Derivatives,1,TX,Clinical Toxicology,862.3850,,N,1
EHK,"Cup, Prophylaxis",1,DE,Dental,872.6290,,Y,4
FTQ,"Prosthesis, Penis, Rigid Rod",2,GU,"Gastroenterology, Urology",876.3630,,N,1
KSE,"Refrigerator, Freezer, Blood Storage",2,HE,Hematology,864.9700,,N,4
IQO,"Device, Prosthesis Alignment",1,PM,Physical Medicine,890.3025,,Y,4
FRZ,"Device, Patient Transfer, Powered",2,HO,General Hospital,880.6775,,N,4
ODG,"Endoscopic Ultrasound System, Gastroenterology-Urology",2,GU,"Gastroenterology, Urology",876.1500,"To provide ultrasonic visualization of body cavities that can be accessed by endoscope.    For reusable, flexible endoscopes in this product code, validated reprocessing instructions and reprocessing validation data must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,1
GSW,"Antiserum, Flavobacterium Meningosepticum, All Groups",1,MI,Microbiology,866.3270,,N,4
KAH,"Microrule, Ent",1,EN,"Ear, Nose, Throat",874.4420,,N,4
IZX,"Collimator, Manual, Radiographic",2,RA,Radiology,892.1610,,N,4
NWA,"Prosthesis, Tracheal, Preformed/Molded",2,SU,"General, Plastic Surgery",878.3720,The device is intended to provide support to weakened or constricting airway walls.,N,1
CJL,"Beta Glycerophosphate, Alkaline Phosphatase Or Isoenzymes",2,CH,Clinical Chemistry,862.1050,,N,1
NZT,"Dosimeter, Ionizing Radiation, Implanted",2,RA,Radiology,892.5050,Verify radiation dose to organs from external radiation therapy.,N,1
HHE,"Cup, Menstrual",2,OB,Obstetrics/Gynecology,884.5400,A menstrual cup is a receptacle placed in the vagina to collect menstrual flow.,N,4
MYS,"Device, Ahf, Automated Cryoprecipitation",N,,Unknown,,,N,3
NQP,"Posterior Metal/Polymer Spinal System, Fusion",2,OR,Orthopedic,888.3070,"This device is a posterior spinal system that contains polymer and metal components.  This spinal system is to be used with bone graft and is an adjunct to fusion in the treatment of acute and chronic instabilities or deformities of the thoracic, lumbar, and sacral spine.",N,1
QEF,Pressure Ulcer Management Tool,1,GU,"Gastroenterology, Urology",876.2100,A pressure ulcer management tool is a prescription device intended for patients at risk of developing pressure ulcers. The device provides output that supports a users decision to increase intervention. The device is an adjunct tool for pressure ulcer management that is not intended for detection or diagnostic purposes.,N,4
LAW,Theophylline Control Materials,1,TX,Clinical Toxicology,862.3280,,N,4
QDO,Fentanyl And Other Opioid  Protection Glove,1,HO,General Hospital,880.6250,"A patient examination glove is a disposable device intended for medical purposes that is worn on the examiner's hand to prevent contamination between patient and examiner.      Fentanyl and other opioid protection gloves are tested for use with  chemotherapy drugs, Fentanyl Citrate, and possibly other opioids per ASTM D6978-05 (Reapproved 2013) Standard Practice for Assessment of Medical Gloves to Permeation by Chemotherapy Drugs.",N,1
FWD,"Camera, Television, Microsurgical, Without Audio",1,SU,"General, Plastic Surgery",878.4160,,N,4
EXH,"Bag, Urinary, Ileostomy",1,GU,"Gastroenterology, Urology",876.5900,,N,4
PMV,"Orthosis, Limb, For Back Pain",1,PM,Physical Medicine,890.3475,Intended to provide pressure to the soleus muscle for the purpose of temporarily reducing lower back pain that radiates down the leg associated with normal household or work activities.,Y,4
FYH,"Splint, Extremity, Noninflatable, External, Sterile",1,SU,"General, Plastic Surgery",878.3910,,N,4
RCM,"Microscope (Electron Beam), Non-Medical",N,,Unknown,,a particle beam system used to view objects or details too small to view with an optical microscope.,Y,
LFY,"Enzyme Linked Immunoabsorbent Assay, Varicella-Zoster",2,MI,Microbiology,866.3900,,N,1
JKT,"Gas Chromatograph, Carbon-Monoxide",1,TX,Clinical Toxicology,862.3220,,N,4
HSS,"Halter, Head, Traction",1,OR,Orthopedic,888.5890,,Y,4
DPQ,"Liquid Chromatography, Primidone",2,TX,Clinical Toxicology,862.3680,,N,1
PZS,Dual Lumen Ecmo Cannula,2,CV,Cardiovascular,870.4100,"Long term support greater than 6 hours for acute respiratory or acute cardiopulmonary failure, where other available treatment options have failed, and continued clinical deterioration is expected or the risk of death is imminent.",N,1
MSE,"Hemodialyzer, Re-Use, Low Flux",2,GU,"Gastroenterology, Urology",876.5820,,N,1
SES,Non-Factor Replacement Product Test System,2,HE,Hematology,864.7298,"A non-factor replacement product test system is a prescription in vitro diagnostic device intended to measure non-factor replacement therapeutic products that are indicated for routine prophylaxis to prevent or reduce the frequency of bleeding episodes in patients with bleeding disorders, including hemophilia, in human blood specimens to ensure appropriate therapy in accordance with the approved non-factor replacement product labeling.",N,1
OSD,"Massager, Therapeutic, To Internally Massage Trigger Points In The Pelvic Floor Musculature",2,PM,Physical Medicine,890.5670,"Rectal or vaginal use manual therapeutic massager device to massage irritable, sore trigger points (trps) in the pelvic floor musculature in order to reduce internal pelvic floor trigger point sensitivity",N,1
MEB,"Pump, Infusion, Elastomeric",2,HO,General Hospital,880.5725,,N,1
PTT,"Biliary Catheter For Irrigation And Contrast Injection, Exempt",2,GU,"Gastroenterology, Urology",876.5010,"This product code is the class II exempt counterpart of GCA, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 876.9 and the specific limitations of exemption as stated in the Physical State field of this product code description.",N,4
KZC,Manual Colony Counter,1,MI,Microbiology,866.2180,,Y,4
LYA,"Splint, Intranasal Septal",1,EN,"Ear, Nose, Throat",874.4780,,N,4
QHX,Fluoroscopic X-Ray Image Intensifier,1,RA,Radiology,892.1960,To instantaneously convert an x-ray pattern from a fluoroscopic x-ray system into a corresponding light image of higher energy density.,N,4
OCW,Endoscopic Tissue Approximation Device,2,GU,"Gastroenterology, Urology",876.1500,"To aid in endoscopically placing sutures, staples, clips, and other fastening tools through tissue.",N,1
HIR,Perineometer,2,OB,Obstetrics/Gynecology,884.1425,,N,1
OUO,Tomographic Imager Combining Emission Computed Tomography With Nuclear Magnetic Resonance,2,RA,Radiology,892.1200,Imager that generates both both magnetic resonance (mr)  and positron emission tomography (pet) images and provides registration and fusion of these images.  Pet and mr images can be acquired either simultaneously or sequentially.  Anatomical mr images are used for pet attenuation correction.,N,1
NNB,"Needle, Reproduction, Assisted, Reprocessed",2,OB,Obstetrics/Gynecology,884.6100,"Reprocessing validation data for this device type must be included in a 510(k) submission. (70 FR 56911, available at https://www.govinfo.gov/content/pkg/FR-2005-09-29/pdf/05-19510.pdf).",N,1
DEH,"Lambda, Antigen, Antiserum, Control",2,IM,Immunology,866.5550,,N,1
LZN,Cement Obturator,2,SU,"General, Plastic Surgery",878.3300,,N,1
LRL,"Cushion, Hemorrhoid",U,,Unknown,,,N,7
